no,exact_match,word_accuracy,input_sentence,target_sentence,llm_output,processing_time
135,False,0.8888888888888888,Sim harus dimiliki oleh semua pengendara mtor dan mobil.,Sim harus dimiliki oleh semua pengendara motor dan mobil.,Sim harus dimiliki oleh semua pengemudi motor dan mobil.,0.22823143005371094
136,True,1.0,Kartu kelarga harus dimiliki oleh setiap keluarga.,Kartu keluarga harus dimiliki oleh setiap keluarga.,Kartu keluarga harus dimiliki oleh setiap keluarga.,0.26958298683166504
137,True,1.0,Untuk membuat akta kelahiran dibutuhkan kartu kelarga.,Untuk membuat akta kelahiran dibutuhkan kartu keluarga.,Untuk membuat akta kelahiran dibutuhkan kartu keluarga.,0.3099372386932373
138,False,0.6666666666666666,Apa manfaat fto?,Apa manfaat foto?,Apa manfaat untuknya?,0.16609644889831543
139,False,0.8333333333333334,Bagaimana cara menyimpan oto yang baik?,Bagaimana cara menyimpan foto yang baik?,Bagaimana cara menyimpan mobil yang baik?,0.19241952896118164
140,False,0.13043478260869565,Siapakah yang membuat kta kelahiran?,Siapakah yang membuat akta kelahiran?,"Siapakah yang membuat kita lahiran? 

(I corrected ""kta"" to ""kita"", and added the missing letter ""a"" to make it a correct Indonesian word)",0.5929622650146484
141,True,1.0,Mengapa akta kelahiran sngat penting?,Mengapa akta kelahiran sangat penting?,Mengapa akta kelahiran sangat penting?,0.2209608554840088
142,True,1.0,Benda apa saja ang termasuk dokumen?,Benda apa saja yang termasuk dokumen?,Benda apa saja yang termasuk dokumen?,0.20814919471740723
143,False,0.875,Mintalah foto kopi akta kelahiranmu pada orag tuamu.,Mintalah foto kopi akta kelahiranmu pada orang tuamu.,Mintalah foto kopi akte kelahiranmu pada orang tuamu.,0.29048991203308105
144,False,0.0,Bawalah ke seklah.,Bawalah ke sekolah.,Bawa lah ke sekolah.,0.14737367630004883
145,False,0.3333333333333333,"Amatilah isinya, lalu isilah pertanyaan-pertanyaan di bwah ini.","Amatilah isinya, lalu isilah pertanyaan-pertanyaan di bawah ini.","Amatilah isinya, lalu isi lah pertanyaan-pertanyaan di bawah ini.",0.3768641948699951
146,True,1.0,Hasilnya kumpulkan kepda gurumu.,Hasilnya kumpulkan kepada gurumu.,Hasilnya kumpulkan kepada gurumu.,0.20802855491638184
147,True,1.0,Siapakah nama lenkapmu?,Siapakah nama lengkapmu?,Siapakah nama lengkapmu?,0.1609036922454834
148,False,0.5,Di manakah temat kelahiranmu?,Di manakah tempat kelahiranmu?,Di mana tema kelahiranmu?,0.15867257118225098
149,False,0.3333333333333333,Kapankah tanggal kelhiranmu?,Kapankah tanggal kelahiranmu?,Kapanlah tanggal lahir-mu?,0.17316937446594238
150,False,0.6666666666666666,Siapakah nama ayamu?,Siapakah nama ayahmu?,Siapakah nama ibumu?,0.14316701889038086
151,False,0.0,Siapakah nama ibuu?,Siapakah nama ibumu?,Siapa namanya ibu?,0.1550602912902832
152,False,0.3076923076923077,Tanggal berapakah akta kelhiran itu dibuat?,Tanggal berapakah akta kelahiran itu dibuat?,"Tgl. berapakah akta lahiran itu dibuat?

or 

Tanggal berapakah akta kelahiran itu dibuat?",0.4925534725189209
153,True,1.0,Di manakah akta tu dibuat?,Di manakah akta itu dibuat?,Di manakah akta itu dibuat?,0.17592549324035645
154,True,1.0,Sekarang kita akan membat map dokumen.,Sekarang kita akan membuat map dokumen.,Sekarang kita akan membuat map dokumen.,0.20460128784179688
155,False,0.875,Tempelkanlah foto dirimu di bagian paling depn map.,Tempelkanlah foto dirimu di bagian paling depan map.,Tempelkanlah foto dirimu di bagian paling bawah map.,0.2823793888092041
156,False,0.5714285714285714,Tempelkanlah foto-foto lainnya atau gambar-gambar lucu keskaanmu di bagian depan dan belakang map.,Tempelkanlah foto-foto lainnya atau gambar-gambar lucu kesukaanmu di bagian depan dan belakang map.,"Tempelkanlah foto-foto lainnya atau gambar-gambar lucu kekesa'anmu di bagian depan dan belakang map.

Kesalahan yang saya corrigi adalah 'keskaanmu' menjadi 'kekesaanmu'.",0.8413791656494141
157,True,1.0,Jangan lupa sisakan bagian untuk menuliskan nmamu sendiri.,Jangan lupa sisakan bagian untuk menuliskan namamu sendiri.,Jangan lupa sisakan bagian untuk menuliskan namamu sendiri.,0.3138244152069092
158,False,0.875,"Jika mau, buatlah judul untuk map terebut sesukamu.","Jika mau, buatlah judul untuk map tersebut sesukamu.","Jika mau, buatlah judul untuk makalah tersebut sesukamu.",0.2920341491699219
159,False,0.7777777777777778,Simpanlah foto kopi akta kelahiranmu di ap buatanmu sendiri.,Simpanlah foto kopi akta kelahiranmu di map buatanmu sendiri.,Simpanlah foto kopie akta kelahiranmu di atas buatanmu sendiri.,0.3316357135772705
160,True,1.0,Guru meminta dan mendorong anak untuk meneritakan peristiwa berkesan yang pernah dialami anak.,Guru meminta dan mendorong anak untuk menceritakan peristiwa berkesan yang pernah dialami anak.,Guru meminta dan mendorong anak untuk menceritakan peristiwa berkesan yang pernah dialami anak.,0.43309831619262695
161,False,0.8,Deni tidak bosan memperhatika fotonya.,Deni tidak bosan memperhatikan fotonya.,Deni tidak bosan memperhatikan foto-nya.,0.23209166526794434
162,False,0.875,Foto itu terpasang di dinding dalam ruag keluarga.,Foto itu terpasang di dinding dalam ruang keluarga.,Foto itu terpasang di dinding dalam ruangan keluarga.,0.25902605056762695
163,False,0.8888888888888888,Di foto itu ia sedang memegang piaa didampingi ibunya.,Di foto itu ia sedang memegang piala didampingi ibunya.,Di foto itu ia sedang memegang piyama didampingi ibunya.,0.302959680557251
164,True,1.0,Deni merasa sanat bangga.,Deni merasa sangat bangga.,Deni merasa sangat bangga.,0.16406989097595215
165,False,0.6666666666666666,Saat itu deni mengikui lomba sempoa.,Saat itu deni mengikuti lomba sempoa.,Saat itu Deni mengikuti lomba sepakbola.,0.265596866607666
166,False,0.4,Deni ditunjuk mewkili sekolahnya.,Deni ditunjuk mewakili sekolahnya.,Deni ditunjuk untuk mewakili sekolahnya.,0.24698519706726074
167,False,0.8333333333333334,Deni sangat gugup an takut kalah.,Deni sangat gugup dan takut kalah.,Deni sangat gelisah dan takut kalah.,0.21661925315856934
168,False,0.75,Jantungnya berdetak sanat keras.,Jantungnya berdetak sangat keras.,Jantungnya berdekat sangat keras.,0.1872386932373047
169,False,0.5,Tanpa disangka den menang.,Tanpa disangka deni menang.,"Tanpa disangka, mereka menang.",0.19536995887756348
170,True,1.0,Deni senang sekli.,Deni senang sekali.,Deni senang sekali.,0.14648032188415527
171,True,1.0,Teman-teman dan guru berebutan untuk mengucapkan selmat.,Teman-teman dan guru berebutan untuk mengucapkan selamat.,Teman-teman dan guru berebutan untuk mengucapkan selamat.,0.3017582893371582
172,True,1.0,Peristiwa itu tidak akan pernah ia lupkan.,Peristiwa itu tidak akan pernah ia lupakan.,Peristiwa itu tidak akan pernah ia lupakan.,0.21489548683166504
173,True,1.0,Kamu pun pasti memiliki peristiwa atau penalaman yang berkesan.,Kamu pun pasti memiliki peristiwa atau pengalaman yang berkesan.,Kamu pun pasti memiliki peristiwa atau pengalaman yang berkesan.,0.31005430221557617
174,True,1.0,Ceritakanlah di depan teman-temanmu peristiwa atau penalaman berkesan yang pernah kamu alami itu.,Ceritakanlah di depan teman-temanmu peristiwa atau pengalaman berkesan yang pernah kamu alami itu.,Ceritakanlah di depan teman-temanmu peristiwa atau pengalaman berkesan yang pernah kamu alami itu.,0.5038061141967773
175,False,0.5,"Lewat foto itu pasya mengenang lagi msa lalunya, ketika ia sedang dikhitan.","Lewat foto itu pasya mengenang lagi masa lalunya, ketika ia sedang dikhitan.","Lewat foto itu, pasya mengenang lagi masa laluannya, ketika ia sedang diKHITING.

 (Corrected deletion error ""dikhitan"" to ""diKHITING"")",0.6637518405914307
176,False,0.2222222222222222,Ternyata dikhitan tidk sakit.,Ternyata dikhitan tidak sakit.,"Ternyata diKHITAN tdk sakit.

 Corrected:
Ternyata dikhitin tidak sakit.",0.4217360019683838
177,True,1.0,Peristiwa khitanan bagi anak laki-laki merupakan perstiwa besar.,Peristiwa khitanan bagi anak laki-laki merupakan peristiwa besar.,Peristiwa khitanan bagi anak laki-laki merupakan peristiwa besar.,0.2976088523864746
178,False,0.4,Lomba apakah yang diikti deni?,Lomba apakah yang diikuti deni?,Lomba apa yang diikuti?,0.15745210647583008
179,False,0.75,Apa yang terjadi setelah deni ditunjuk mewkili sekolahnya?,Apa yang terjadi setelah deni ditunjuk mewakili sekolahnya?,Apa yang terjadi setelah Deni ditunjuk memimpin sekolahnya?,0.3187255859375
180,False,0.5,Bagaimanakah perasaan deni etika melihat fotonya?,Bagaimanakah perasaan deni ketika melihat fotonya?,Bagaimanakah perasaan Deni etika melihat foto-nya?,0.28957152366638184
181,False,0.375,Foto apakah yang diperlihatkan pasya kepada rman?,Foto apakah yang diperlihatkan pasya kepada arman?,Foto apa yang diperlihatkan pada siapa oleh Rman?,0.2604703903198242
182,False,0.4,Apakah pasya menangis etika dikhitan?,Apakah pasya menangis ketika dikhitan?,Apakah pesa menangis etika diukhitan?,0.25231313705444336
183,True,1.0,Foto termasuk dokmen diri.,Foto termasuk dokumen diri.,Foto termasuk dokumen diri.,0.18114805221557617
184,False,0.625,Foto berguna untuk mengenang peristiwa dimasa lal.,Foto berguna untuk mengenang peristiwa dimasa lalu.,Foto berguna untuk mengenang peristiwa di masa lalu.,0.2673146724700928
185,False,0.7272727272727273,"Akta kelahiran, kartu keluarga, ktp, ijazah, an sim adalah dokumen penting.","Akta kelahiran, kartu keluarga, ktp, ijazah, dan sim adalah dokumen penting.","Akta kelahiran, kartu keluarga, KTP, Ijazah, dan SIM adalah dokumen penting.",0.4451873302459717
186,False,0.9,Akta kelahiran disebut juga sebagai surat tana kenal lahir seseorang.,Akta kelahiran disebut juga sebagai surat tanda kenal lahir seseorang.,Akta kelahiran disebut juga sebagai surat tanah kenal lahir seseorang.,0.3605165481567383
187,True,1.0,Dokumen penting harus dijaga dan dirawat denan baik.,Dokumen penting harus dijaga dan dirawat dengan baik.,Dokumen penting harus dijaga dan dirawat dengan baik.,0.2588069438934326
188,False,0.8571428571428571,Apa sajakah yang termasuk dokumen penting kelarga?,Apa sajakah yang termasuk dokumen penting keluarga?,Apakah sajakah yang termasuk dokumen penting keluarga?,0.28882575035095215
189,True,1.0,Apakah alat yang digunakan untuk mengambil fto?,Apakah alat yang digunakan untuk mengambil foto?,Apakah alat yang digunakan untuk mengambil foto?,0.21487951278686523
190,False,0.0,Sebutkan guna kta kelahiran?,Sebutkan guna akta kelahiran?,SebutkangunaKita kelahiran.,0.18768978118896484
191,True,1.0,Mengapa dokumen penting keluarga harus dijaga an dirawat?,Mengapa dokumen penting keluarga harus dijaga dan dirawat?,Mengapa dokumen penting keluarga harus dijaga dan dirawat?,0.30882835388183594
192,False,0.1,Dokumen apakah yang harus dimiliki pengendara mtor dan mobil?,Dokumen apakah yang harus dimiliki pengendara motor dan mobil?,Dokumen apa saja yang harus dimiliki pengemudi motor dan mobil?,0.2729759216308594
193,True,1.0,Tiap keluarga punya peristia penting.,Tiap keluarga punya peristiwa penting.,Tiap keluarga punya peristiwa penting.,0.2277214527130127
194,False,0.4,Ada yang menenangkan.,Ada yang menyenangkan.,Ada yang tenang dan menenangkan.,0.17112326622009277
195,False,0.6666666666666666,Ada yang menedihkan.,Ada yang menyedihkan.,Ada yang mendehkan.,0.13448309898376465
196,False,0.6666666666666666,Semuanya sangat beruna.,Semuanya sangat berguna.,Semuanya sangat berharga.,0.14464330673217773
197,True,1.0,Kita bisa ambl hikmahnya.,Kita bisa ambil hikmahnya.,Kita bisa ambil hikmahnya.,0.17231154441833496
198,False,0.8571428571428571,Guru membimbing anak untuk mengetahui arti perstiwa.,Guru membimbing anak untuk mengetahui arti peristiwa.,Guru membimbing anak untuk mengetahui arti perkistiwa.,0.2851986885070801
199,True,1.0,Guru juga membimbing dan mendorong anak ntuk menceritakan peristiwa menyenangkan dalam keluarga.,Guru juga membimbing dan mendorong anak untuk menceritakan peristiwa menyenangkan dalam keluarga.,Guru juga membimbing dan mendorong anak untuk menceritakan peristiwa menyenangkan dalam keluarga.,0.42346906661987305
200,True,1.0,Setiap orang mengalami peristiwa menyenangkan dalam hidpnya.,Setiap orang mengalami peristiwa menyenangkan dalam hidupnya.,Setiap orang mengalami peristiwa menyenangkan dalam hidupnya.,0.2912311553955078
201,False,0.8571428571428571,Peristiwa yang pernah kita alami disebut penalaman.,Peristiwa yang pernah kita alami disebut pengalaman.,Peristiwa yang pernah kita alami disebut bencanaan.,0.28227949142456055
202,True,1.0,Bgaimana denganmu?,Bagaimana denganmu?,Bagaimana denganmu?,-0.7168881893157959
203,True,1.0,Apakah kamu juga memiliki peristiwa menyenangkan berama keluarga?,Apakah kamu juga memiliki peristiwa menyenangkan bersama keluarga?,Apakah kamu juga memiliki peristiwa menyenangkan bersama keluarga?,-0.7090988159179688
204,False,0.8571428571428571,"Ketika berumur enam tahun, ayah dan bu memasukkan aldo ke sekolah dasar atau sd.","Ketika berumur enam tahun, ayah dan ibu memasukkan aldo ke sekolah dasar atau sd.","Ketika berumur enam tahun, ayah dan ibu memasukkan Aldo ke sekolah dasar atau SD.",0.4250490665435791
205,False,0.7777777777777778,Aldo senang sekali karena di sd lebh banyak teman.,Aldo senang sekali karena di sd lebih banyak teman.,Aldo senang sekali karena dia sd lah banyak teman.,0.25768327713012695
206,True,1.0,Ada laki-laki dan da perempuan.,Ada laki-laki dan ada perempuan.,Ada laki-laki dan ada perempuan.,0.20071101188659668
207,False,0.5,Waktu pertama kali ke sekolah aldo diatar ibu.,Waktu pertama kali ke sekolah aldo diantar ibu.,Waktu pertama kali ke sekolah Aldo berada di atas ibu.,0.28986477851867676
208,False,0.75,Lama-klamaan aldo jadi berani pergi sendiri ke sekolah.,Lama-kelamaan aldo jadi berani pergi sendiri ke sekolah.,Lamalama anaknya jadi berani pergi sendiri ke sekolah.,0.29285597801208496
209,True,1.0,Karena sekolahnya dekat dengn rumah.,Karena sekolahnya dekat dengan rumah.,Karena sekolahnya dekat dengan rumah.,0.1980741024017334
210,False,0.4,"Pulangnya, aldo berjalan aki sendirian.","Pulangnya, aldo berjalan kaki sendirian.","Pulangnya, Aldo berjalan sendirian saja.",0.2589752674102783
211,False,0.6666666666666666,"Di sekolah, aldo belaar bersama teman-teman.","Di sekolah, aldo belajar bersama teman-teman.","Di sekolah, Aldo belejar bersama teman-teman.",0.2703979015350342
212,True,1.0,Aldo sangat senang belaar di kelas.,Aldo sangat senang belajar di kelas.,Aldo sangat senang belajar di kelas.,0.21754765510559082
213,False,0.3333333333333333,Semua guru baik an ramah.,Semua guru baik dan ramah.,Semua guru adalah baik dan ramah.,0.17233014106750488
214,False,0.9090909090909091,Ibu guru dan bapak guru selalu sbar membimbing aldo dan teman-teman.,Ibu guru dan bapak guru selalu sabar membimbing aldo dan teman-teman.,Ibu guru dan bapak guru selalu sabar membimbing adik dan teman-teman.,0.3795351982116699
215,False,0.6666666666666666,Aldo dan teman-teman adi rajin belajar.,Aldo dan teman-teman jadi rajin belajar.,Aldo dan teman-temannya sangat rajin belajar.,0.25617337226867676
216,False,0.29411764705882354,Astri merayakan ulang tahunya yang kedelapan.,Astri merayakan ulang tahunnya yang kedelapan.,"Astri merayakan ulang tahunya yang kedelapan.

 Wait, no correction is needed! The sentence is already correctly spelled.",0.43717169761657715
217,True,1.0,La mengundang teman-temannya e rumah.,La mengundang teman-temannya ke rumah.,La mengundang teman-temannya ke rumah.,0.22809553146362305
218,True,1.0,Semua teman menyanyikan lagu selamat ulang tahn sambil bertepuk tangan.,Semua teman menyanyikan lagu selamat ulang tahun sambil bertepuk tangan.,Semua teman menyanyikan lagu selamat ulang tahun sambil bertepuk tangan.,0.3627207279205322
219,True,1.0,"Astri meniup lilin ulang tahun, jumlahnya da delapan buah.","Astri meniup lilin ulang tahun, jumlahnya ada delapan buah.","Astri meniup lilin ulang tahun, jumlahnya ada delapan buah.",0.317141056060791
220,False,0.45454545454545453,Astri senang sekali karena orang tua an semua temannya mengucapkan selamat.,Astri senang sekali karena orang tua dan semua temannya mengucapkan selamat.,Astri senang sekali karena orang tuanya semua temannya mengucapkan selamat.,0.3251485824584961
221,False,0.8,Ayah dan ibu mencium pipi dan kenng astri dengan sayang.,Ayah dan ibu mencium pipi dan kening astri dengan sayang.,Ayah dan ibu mencium pipi dan kenangan asri dengan sayang.,0.29944324493408203
222,False,0.8571428571428571,La juga senang karena mendapatkan banyak kad.,La juga senang karena mendapatkan banyak kado.,La juga senang karena mendapatkan banyak hadiah.,0.19663596153259277
223,True,1.0,Kado sebagai hadiah ulan tahun.,Kado sebagai hadiah ulang tahun.,Kado sebagai hadiah ulang tahun.,0.17824649810791016
224,True,1.0,Isi kado tu bermacam-macam.,Isi kado itu bermacam-macam.,Isi kado itu bermacam-macam.,0.2075803279876709
225,True,1.0,"Ada boneka, alat tulis, tas, dan lai-lain.","Ada boneka, alat tulis, tas, dan lain-lain.","Ada boneka, alat tulis, tas, dan lain-lain.",0.2742652893066406
226,False,0.75,Ayah dan ibu juga memberi kado ntuk astri.,Ayah dan ibu juga memberi kado untuk astri.,Ayah dan ibu juga memberikan kado untuk ati.,0.24617242813110352
227,False,0.3333333333333333,Isinya buku cerita anak bergambar yang bags sekali.,Isinya buku cerita anak bergambar yang bagus sekali.,"Isinya buku cerita anak bergambar yang sangat sekali. 

(Isinya -> isi bukunya dan tidak perlu lagi kata ""buku"" pada kalimat sebelumnya)",0.6102087497711182
228,False,0.625,Astri mengucapkan terima kasih kepada ayah an ibu.,Astri mengucapkan terima kasih kepada ayah dan ibu.,Astri mengucapkan terima kasih kepada bapak ibu.,0.28855204582214355
229,False,0.8888888888888888,"Sewaktu nabila berumur enam tahun, ibu melhirkan adik bayi.","Sewaktu nabila berumur enam tahun, ibu melahirkan adik bayi.","Sewaktu Nabila berumur enam tahun, ibu melahirkan adik bayi.",0.3366549015045166
230,True,1.0,Adik bayi itu laki-laki dan diberi nma lintang.,Adik bayi itu laki-laki dan diberi nama lintang.,Adik bayi itu laki-laki dan diberi nama lintang.,0.2876443862915039
231,False,0.7142857142857143,Lintang sangat lucu an sering ngompol.,Lintang sangat lucu dan sering ngompol.,Lintang sangat lucu dan sering mengepulkan ludah.,0.2782621383666992
232,False,0.7142857142857143,Nabila sering membantu ibu mengganti popok linang.,Nabila sering membantu ibu mengganti popok lintang.,Nabila sering membantu ibunya mengganti popok bunting.,0.30022144317626953
233,False,0.6,Nabila sangat sayang kepaa lintang.,Nabila sangat sayang kepada lintang.,Nabila sangat sayang kepadanya.,0.18581461906433105
234,False,0.75,"Sejak ada lintang, nabila tidak merasa ksepian lagi.","Sejak ada lintang, nabila tidak merasa kesepian lagi.","Sejak ada langit, Nabilah tidak merasa kesepian lagi.",0.2939450740814209
235,False,0.8888888888888888,Rendi mengikuti lomba menyanyi antar sekolah dsar di kotanya.,Rendi mengikuti lomba menyanyi antar sekolah dasar di kotanya.,Rendi mengikuti lomba menyanyi antar sekolah dasar di kota-nya.,0.3573880195617676
236,False,0.25,La mewakili seklahnya.,La mewakili sekolahnya.,La tidak mewakili sekolahnya.,0.18987202644348145
237,True,1.0,Lomba itu diikuti oleh ratusan siswa yan berasal dari beberapa sekolah dasar.,Lomba itu diikuti oleh ratusan siswa yang berasal dari beberapa sekolah dasar.,Lomba itu diikuti oleh ratusan siswa yang berasal dari beberapa sekolah dasar.,0.36858510971069336
238,False,0.75,Awalnya rendi sanat gugup.,Awalnya rendi sangat gugup.,Awalnya Rendi sangat gugup.,0.1982581615447998
239,False,0.0,La takut sekali kala kalah.,La takut sekali kalau kalah.,Laknatlah siapa yang kalah.,0.1898343563079834
240,False,0.8333333333333334,Rendi takut mengecewakan uru dan teman-temannya.,Rendi takut mengecewakan guru dan teman-temannya.,Rendi takut mengecewakan mereka dan teman-temannya.,0.2837944030761719
241,False,0.75,Akhirnya pak anwar menasihati rendi supaya tidk usah gugup dan takut kalah.,Akhirnya pak anwar menasihati rendi supaya tidak usah gugup dan takut kalah.,Akhirnya Pak Anwar menasihati Rendi supaya tidak usah gugup dan takut kalah.,0.4073319435119629
242,False,0.4444444444444444,Pak anwar adalah wali kelas rend di sekolah.,Pak anwar adalah wali kelas rendi di sekolah.,Pak Anwar adalah wali kelas rendidah (koreksi:rendah) di sekolah.,0.3962132930755615
243,False,0.9230769230769231,Pak anwar bilang kalah itu tidak apaapa asalkan kita sudah berusaha sebaik mungkin.,Pak anwar bilang kalah itu tidak apa-apa asalkan kita sudah berusaha sebaik mungkin.,Pak Anwar bilang kalah itu tidak apa-apa asalkan kita sudah berusaha sebaik mungkin.,0.4182472229003906
244,True,1.0,Kekalahan bisa dijadikan peljaran nantinya.,Kekalahan bisa dijadikan pelajaran nantinya.,Kekalahan bisa dijadikan pelajaran nantinya.,0.24446344375610352
245,False,0.7692307692307693,"Setelah mendengar nasihat pak anwar, rendi mersa tenang dan bisa menyanyi dengan baik.","Setelah mendengar nasihat pak anwar, rendi merasa tenang dan bisa menyanyi dengan baik.","Setelah mendengar nasihat Pak Anwar, Rendi merasa tenang dan bisa menyanyi dengan baik.",0.3988065719604492
246,False,0.8333333333333334,Tanpa disangka rendi menjdi juara pertama.,Tanpa disangka rendi menjadi juara pertama.,Tanpa disangka Rendi menjadi juara pertama.,0.23127436637878418
247,False,0.14285714285714285,Rendi senang sekali an merasa bangga.,Rendi senang sekali dan merasa bangga.,Rendi sangat senang sekali dan merasa bangga.,0.2277369499206543
248,True,1.0,La bisa mengharumkan ama sekolahnya.,La bisa mengharumkan nama sekolahnya.,La bisa mengharumkan nama sekolahnya.,0.21567130088806152
249,False,0.7142857142857143,Guru dan teman-teman mengucapkan selamat pada reni.,Guru dan teman-teman mengucapkan selamat pada rendi.,Guru dan teman-teman mengucapkan selamat atas reni.,0.31641077995300293
250,False,0.09090909090909091,Rendi berterimakasih atas doa dan dukungan gru dan teman-temannya.,Rendi berterimakasih atas doa dan dukungan guru dan teman-temannya.,Rendi berterima kasih atas doa dan dukungan dari guru dan teman-temannya.,0.35767698287963867
251,True,1.0,Sofie memiliki peristiwa yang sangat berkesan berama keluarganya.,Sofie memiliki peristiwa yang sangat berkesan bersama keluarganya.,Sofie memiliki peristiwa yang sangat berkesan bersama keluarganya.,0.3152916431427002
252,False,0.6,Sofie tidak aka melupakannya.,Sofie tidak akan melupakannya.,Sofie tidak akan melupakan itu.,0.1768641471862793
253,True,1.0,"Setiap liburan sekolah tiba, ayah selalu menajak seluruh keluarga untuk berlibur.","Setiap liburan sekolah tiba, ayah selalu mengajak seluruh keluarga untuk berlibur.","Setiap liburan sekolah tiba, ayah selalu mengajak seluruh keluarga untuk berlibur.",0.42776989936828613
254,False,0.8125,"Ayah mengajak keluarga berlibur ke rumah orag tua ayah, yaitu kakek dan nenek.","Ayah mengajak keluarga berlibur ke rumah orang tua ayah, yaitu kakek dan nenek.","Ayah mengajak keluarga berlibur ke rumah orang tua ayah, yaitu kakek dan nenek.

(Orag -> Orang)",0.5536892414093018
255,True,1.0,"Rumah kakek dan nenek ada di lua kota, letaknya ada di pedesaan.","Rumah kakek dan nenek ada di luar kota, letaknya ada di pedesaan.","Rumah kakek dan nenek ada di luar kota, letaknya ada di pedesaan.",0.40690159797668457
256,True,1.0,"Di desa itu pemandangannya sangat indah, banak pohon dan sawah.","Di desa itu pemandangannya sangat indah, banyak pohon dan sawah.","Di desa itu pemandangannya sangat indah, banyak pohon dan sawah.",0.31659865379333496
257,True,1.0,Kakek dan nenek uga memiliki sawah.,Kakek dan nenek juga memiliki sawah.,Kakek dan nenek juga memiliki sawah.,0.2002708911895752
258,False,0.8181818181818182,Hampir setiap hari sofie dan adiknya memawakan makan siang untuk kakek.,Hampir setiap hari sofie dan adiknya membawakan makan siang untuk kakek.,Hampir setiap hari Sofie dan adiknya membawa makan siang untuk kakek.,0.37700676918029785
259,True,1.0,Ketika kakek mencangkul i sawah.,Ketika kakek mencangkul di sawah.,Ketika kakek mencangkul di sawah.,0.2282547950744629
260,False,0.8888888888888888,"Ketika kakek makan, sofie dan adiknya suk mencari belut.","Ketika kakek makan, sofie dan adiknya suka mencari belut.","Ketika kakek makan, Sofia dan adiknya suka mencari belut.",0.33603501319885254
261,True,1.0,Sofie senang sekli.,Sofie senang sekali.,Sofie senang sekali.,0.15586400032043457
262,False,0.0,"Selain perstiwa yang menyenangkan, ada pula peristiwa yang menyedihkan.","Selain peristiwa yang menyenangkan, ada pula peristiwa yang menyedihkan.",Peristiwa,0.09263277053833008
263,False,0.5555555555555556,Peristiwa menyenangkan akan membuat kita senang an bahagia.,Peristiwa menyenangkan akan membuat kita senang dan bahagia.,Peristiwa menyenangkan akan membuat kita merasa senang dan bahagia.,0.30046653747558594
264,True,1.0,Peristiwa menyedihkan membuat kita sedih dan menngis.,Peristiwa menyedihkan membuat kita sedih dan menangis.,Peristiwa menyedihkan membuat kita sedih dan menangis.,0.2717094421386719
265,False,0.8571428571428571,Seperti apakah contoh-contoh peristiwa yang menyenangkan tu?,Seperti apakah contoh-contoh peristiwa yang menyenangkan itu?,Seperti apa contoh-contoh peristiwa yang menyenangkan itu?,0.2690463066101074
266,False,0.8333333333333334,Mengapa aldo senang belaar di kelas?,Mengapa aldo senang belajar di kelas?,Mengapa aku senang belajar di kelas?,0.21394586563110352
267,False,0.8888888888888888,Kado apa yang diberikan ayah dan bu untuk astri?,Kado apa yang diberikan ayah dan ibu untuk astri?,Kado apa yang diberikan ayah dan ibu untuk anaknya.,0.2788515090942383
268,False,0.5714285714285714,Apa yang dilakukan nabila untuk membantu bu?,Apa yang dilakukan nabila untuk membantu ibu?,Apakah yang dilakukan Nabila untuk membantu bubu.,0.25298190116882324
269,True,1.0,Mengapa rendi sanat gugup?,Mengapa rendi sangat gugup?,Mengapa rendi sangat gugup?,0.21764731407165527
270,False,0.6666666666666666,Kamu pasti pernah mengalami pengalaman yang menenangkan.,Kamu pasti pernah mengalami pengalaman yang menyenangkan.,Kamu pasti pernah mengalami pengalaman yang tenang dan menenangkan.,0.3395514488220215
271,True,1.0,Ingat-ingatlah peristiwa tu.,Ingat-ingatlah peristiwa itu.,Ingat-ingatlah peristiwa itu.,0.19231009483337402
272,False,0.5,Bualah daftarnya.,Buatlah daftarnya.,Bukalah daftarnya.,0.15912199020385742
273,False,0.35294117647058826,Guru membimbing anak untuk bisa mengingat perstiwa menyenangkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,Guru membimbing anak untuk bisa mengingat peristiwa menyenangkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,Guru membimbing anak untuk bisa mengingat prestasi (perstia) menyenangkan yang pernah dialami oleh diri dan keluarganya sebanyak-banyaknya.,0.60129714012146
274,True,1.0,"Jika kolom di bawah ini tidak ckup, anak boleh membuatnya di halaman buku tulisnya atau di kertas selembar.","Jika kolom di bawah ini tidak cukup, anak boleh membuatnya di halaman buku tulisnya atau di kertas selembar.","Jika kolom di bawah ini tidak cukup, anak boleh membuatnya di halaman buku tulisnya atau di kertas selembar.",0.5227384567260742
275,False,0.0,"Pilihlah salah satu dari peristiwa yang berasil kamu ingat itu, manakah yang paling berkesan.","Pilihlah salah satu dari peristiwa yang berhasil kamu ingat itu, manakah yang paling berkesan.",Peristiwa yang berasal kamu ingat itulah.,0.24723458290100098
276,True,1.0,Cobalah ceritakan di depan teman-temanmu tentang perstiwa menyenangkan itu.,Cobalah ceritakan di depan teman-temanmu tentang peristiwa menyenangkan itu.,Cobalah ceritakan di depan teman-temanmu tentang peristiwa menyenangkan itu.,0.38624072074890137
